id,distillery,address,city,location,postal_code,state_abbrev,address_line2,phone_number,sizes,website
2F121411160000DB,Charbay Distillery,3001 South State Street #48,Ukiah,CA,,,,707-462-2249,"8 oz atomizer, 5 gallon bucket",https://charbay.com/
2F121411160000DC,Surf City Still Works,7242 Heil Ave,Huntington Beach,CA,,,,714-473-2911,Bring your own container,www.surfcitystillworks.com
2F121411160000DD,"Waterman's Distillery, LLC",6172 State Route 434,Apalachin,NY,,,,607-258-0274,3oz,https://www.watermansdistillery.com/
2F121411160000DE,Boundary Oak Distillery llc,2000 Boundary Oak Dr,Radcliff,KY,,,,"2703512013",800 mil and 50 mill,boundaryoakdistillery.com
2F121411160000DF,Twelve 33 Distillery,593 Hwy 90 E,Little River,SC,,,,(843) 663-3344,4 oz,www.twelve33distillery.com
2F121411160000E0,Loggerhead Distillery,124 W 2nd Street,Sanford,Florida,,,,321-800-8566,"2 oz, 4 oz",loggerheaddistillery.com
2F121411160000E1,Mike Curphy Distillery,2731 Via Orange Way suite 104,Spring Valley,Ca,,,,"6193162009",8 oz,Mcdistillery.com
2F121411160000E2,RHS Royal Hawaii Spirits Distillery,1210 Dillingham Blvd Ste 25A,Honolulu,Hawaii,,,,"8087629497","375ml,750 ml",https://www.rhsdistillery.com
2F121411160000E3,Cathead Distillery,422 S Farish st,Jackson,MS,,,,"6016673038",2 oz & 16 oz,Catheaddistillery.com
2F121411160000E4,R6 DISTILLERY,909 E. El Segundo Blvd.,El Segundo,California,,,,"4242771134",TBD,www.r6distillery.com
2F121411160000E5,Copperwing Distillery,6409 Cambridge street,Saint Louis Park,MN,,,,"7158081121","2oz, 8oz, refills and bulk",Www.copperwingdistillery.com
2F121411160000E6,10th Mountain Whiskey & Spirit Co.,500 Trail Gulch Rd,Gypsum,CO,,,,"9705242580",4oz or bring your own bottle,10thWhiskey.com
2F121411160000E7,Cultivated Cocktails,204 Charlotte Hwy,ASHEVILLE,NC,,,,"8283389779",4oz and 1L,www.cultivated-cocktails.com
2F121411160000E8,Mystic Farm & Distillery,1212 N MINERAL SPRINGS RD,DURHAM,NC,,,,"9198081835","1 gallon, 5 gallon, 55 gallon",Whatismystic.com
2F121411160000E9,Loup River Distilling,503 Howard Avenue,Saint Paul,NE,,,,"3087542242",750ml and hopefully 2 oz bottle,loupriverdistilling.net
2F121411160000EA,Kilimanjaro Distillery LLC,995 Postal Rd,Allentown 18109,PA,,,,484 661 2488,4oz & 63oz (1/2 Gallon),XplorerSpirits.com
2F121411160000EB,SILO Distillery,3 Artisans Way,Windsor,VT,,,,"8026744220","Up to 16 ounce self serve, bring your own bottle right now",Www.silodistillery.com
2F121411160000EC,Silverback Distillery,9520 Rockfish Valley Highway,Afton,Virginia,,,,540-456-7070,"2 oz, 4 oz",sbdistillery.com
2F121411160000ED,Copper moon distillery inc,69 Parker street,Indian orchard,Mass,,,,"4132047110",4-8 oz,Coppermoondistillery.com
2F121411160000EE,Cotton & Reed Rum Distillery,1330 5th St NE,Washington,DC,,,,"2025442805",2oz,cottonandreed.com
2F121411160000EF,Old Fourth Distillery,487 Edgewood Ave,Atlanta,Ga,,,,"4049642533",8oz 1gal 5gal 270gal totes,www.o4d.com
2F121411160000F0,"Lost & Found Distillery, Inc DBA Misadenture & Co.",2420 Grand Ave. STE C,Vista,CA,,,,760-216-6930,"4 oz; 8 oz",mcohandsanitizer.com
2F121411160000F1,Short Path Distillery,71 Kelvin Street,Everett,MA,,,,(617) 830-7954,"2 oz, 1 gallon",shortpathdistillery.com
2F121411160000F2,Hatch Distilling Co.,7740 HWY 42,Egg Harbor,Wisconsin,,,,920-212-8336,4 oz,www.hatchdistilling.com
2F121411160000F3,Shire Distilling Co.,505 Bains St ste 303,Brookshire,TX,,,,281-375-9151,looking at 2oz or 4oz,www.shiredistilling.com
2F121411160000F4,Heritage Distilling Company,3118 Harborview Drive,Gig Harbor,WA,,,,253-514-8120,"8oz, 750mL, 1L",www.HeritageDistilling.com
2F121411160000F5,Dry Fly Distilling,"1003 E Trent, #200",Spokane,WA,,,,"5094892112",4 to 24 ounce spray.,www.dryflydistilling.com
2F121411160000F6,Goleta Red Distilling Company,93 CASTILIAN DR # W1,GOLETA,CA - California,,,,805-335-1740,2 oz,http://www.goletared.com
2F121411160000F7,Gulf Coast Distillers,"5610",HOUSTON,Texas,,,,Please contact only C4U@gulfcoastdistillers.com for the hand sanitizer,"32 oz, liter, 750 ml, 5 gal...",www.gulfcoastdistillers.com
2F121411160000F8,Sugarfield Spirits,481 W. Eastbank,Gonzales,LA,,,,,8oz bring your own bottle,www.sugarfieldspiritsla.com
2F121411160000F9,Cedar Ridge Distillery,1441 Marak Rd.,Swisher,Iowa,,,,"3198574300",Sizing varies,www.crdistillery.com
2F121411160000FA,Portuguese Bend Distilling,300 The Promenade North,Long Beach,CA,,,,"5624354411","2 oz for give away, specify by order for sale",www.portuguesebenddistilling.com
2F121411160000FB,Spiritopia,720 NE Granger Ave Bldg B,Corvallis,OR,,,,"5419900337",2oz,Spiritopia.com
2F121411160000FC,Mastrogiannis Distillery,8016 Durango ST SW #B10,Lakewood,WA,,,,"2067019202","2 oz, 16 oz.",www.mastrogiannisdistillery.com
2F121411160000FD,Spirit Works Distillery,"6790 McKinley st., #100, Sebastopol, CA, 95472",Sebastopol,CA,,,,"17076344793",1 liter bottles,www.spiritworksdistillery.com
2F121411160000FE,Red Pump Spirits,32 N Main Street,Washington,PA,,,,724-249-2721,200 ml,www.redpumpspirits.com
2F121411160000FF,Kalamazoo Stillhouse,618 E Michigan Ave,Kalamazoo,MI,,,,"2063760937",2oz,www.kalamazoostillhouse.com
2F12141116000100,Spirit Hound Distillers,4196 Ute Highway 1894,Lyons,CO,,,,"3037755410",Varies,www.spirithounds.com
2F12141116000101,Verdi Local Distillery,1155 US HWY 40 - Unit B,Verdi,Nevada,,,,"7752474628",50ml,Verdilocaldistillery.com
2F12141116000102,Blackland Distillery,2616 Weisenberger Street,Fort Worth,Texas,,,,"6822685333",8 oz and gallon,www.blacklandfw.com
2F12141116000103,Tattersall Distilling Company,"1620 Central Ave NE, Ste 150",Minneapolis,MN,,,,,,Tattersalldistilling.com
2F12141116000104,Ann Arbor Distilling Co.,220 Felch St.,Ann Arbor,Michigan,,,,734 239 3586,8oz and 1L,www.annarbordistilling.com
2F12141116000105,Seven Troughs Distilling,1155 Watson Way No 6,Sparks,Nv,,,,775-525-9350,Various,Wew.7troughsdistilling.com
2F12141116000106,Heritage Distilling Co.,110 Madison St.,Eugene,Oregon,,,,(541) 357-4431,Various Sizes,https://heritagedistilling.com/
2F12141116000107,Denny Bar Company,511 Main St.,Etna,CA,,,,(530) 467-5115,"Currently 2 oz. bottles, with plans to produce 1 gal & 5 gal options",www.dennybarcompany.com
2F12141116000108,Boot Hill Distillery,501 W. Spruce St.,Dodge City,KS,,,,"6203716309",3-4oz and Larger Quantities for health care.,www.boothilldistillery.com
2F12141117000109,Republic Restoratives,1369 New York Ave NE,washington,District of Columbia,,,,"5184416177",Bottles are the supply chain choke point right now. We are using 2oz bottles but they are sold out or running out everywhere. We're currently working to procure larger gallon pump bottles for first responders etc,www.republicrestoratives.com
2F1214111700010A,Adrift Distillers,409 Sid Snyder Drive,Long Beach,Washington,,,,"3602449672","2 oz, 4 oz, 5 gal",www.adriftdistillers.com
2F1214111700010B,Yahara Bay Distillers,"6250 Nesbitt Road, #200",Fitchburg,WI,,,,"6082781921",1 Liter,yaharabay.com
2F1214111700010C,Elevation 5003 Distillery,2601 South Lemay Avenue,Fort Collins,Colorado,,,,"9705688356",2 oz,www.elevation5003.com
2F1214111700010D,Rollins Distillery,5680 Gulf Breeze Pkwy,Gulf Breeze,Florida,,,,"8505031275",2oz,www.rollinsdistillery.com
2F1214111700010E,Devils Creek Distillery,123 Commerce B8,Mammoth Lakes,CA,,,,760-279-3670,Various,www.devilscreekdistillery.com
2F1214111700010F,Bellewood Distilling,6140 Guide Meridian,Lynden,Washington,,,,360-318-7720,2.7 oz,bellewooddistilling.com
2F12141117000110,McClintock Distilling,35 South Carroll Street,Frederick,MD,,,,"2025579914","8 ounce, 10 liter",www.mcclintockdistilling.com
2F12141117000111,In the welsh wind,Tanagroes,Cardigan,Ceredigion,,,,"7814354786",50ml and 250ml or 25ltr can up to 1000ltrs,Www.inthewelshwind.co.uk
2F12141117000112,Grand Traverse Distillery,"781 Industrial Circle, STE 5",Traverse City,MI,,,,231-947-8635,"6 oz bottles and 1-5 gallon jugs (city departments, hospitals, etc)",www.GrandTraverseDistillery.com
2F12141117000113,Kennay Farms Distilling,416 Lincoln Highway,Rochelle,Illinois,,,,"8159011512","750 ml bottles, 250 gallon totes",kennayfarmsdistilling.com
2F12141117000114,S&B Farms Distillery,212 E Ramsey st,Bancroft,Iowa,,,,515-885-1030,starting out at 20 gallons a batch and will increase with demand,sbfarmsdistillery.com
2F12141117000115,Independent Spirits Distillery,131 davidson Road,Woolwich Township,NJ,,,,609 202 5458,"all, containers are unavailable. People bring their own",isdistillery.com
2F12141117000116,Moonrise Distillery,31 Webb Road,Clayton,Georgia,,,,"8449944759","100ml, 5 gallon",Moonrisedistillery.com
2F12141117000117,Local Goat Distillery,607 N Houston st,Granbury,TX,,,,"6822051277","2oz, 1 gallon",www.localgoatdistillery.com
2F12141117000118,Green Door Distilling Co.,429 E North St,Kalamazoo,Michigan,,,,(269) 205-3398,"4oz spray contains, as well as a bulk",https://greendoordistilling.com/
2F12141117000119,Big cypress distillery,13995 sw 144 ave,Miami,FL,,,,786 228 9740,1 - 5 gallon,Www.bigcyressdistillery.com
2F1214111700011A,Temple Distilling,19231 36th Ave W,Lynnwood,WA,,,,"4256788620","2 oz for public, 1L and 5 Gallon for hospitals",www.templedistilling.com
2F1214111700011B,"Elixir, Inc.",1050 Bethel Dr. #F3,Eugene,Oregon,,,,"5413452257",16 Oz.,www.elixircraftspirits
2F1214111700011C,Northern waters distillery,8136 US-51,Minocqua,Wi,,,,715-358-0172,Various,www.northernwatersdistillery.com
2F1214111700011D,Koltiska Distillery,644 Crook street,Sheridan,WY,,,,307-673-7307,2-128 oz,www.koltiska.com
2F1214111700011E,Black Button Distilling,85 Railroad Street,Rochester,NY,,,,,750 ml bottles,www.blackbuttondistilling.com
2F1214111700011F,Duckworth Distillery,"3737 Atwell St., Suite 203",Dallas,Texas,,,,214 444-7666,8 Ounce in a sparay bottle.,https://www.duckworthvodka.com/
2F12141117000120,Kozuba & Sons Distillery,1960 5th Ave S,Saint Petersburg,FL,,,,"7272019078",8 oz,www.kozubadistillery.com
2F12141117000121,Tarpon Springs Distillery,605 N. Pinellas Ave,Tarpon Springs,FL,,,,727-940-2045,"6oz for individuals, 16oz or more for nursing homes, home health, first responders",www.tarponspringsdistillery.net
2F12141117000122,Cleveland Whiskey,1768 E.25th St,Cleveland,OH,,,,"2168818481","500 Gallons to start, more to come",clevelandwhiskey.com
2F12141117000123,"Hot Springs Distilling, LLC",121 Ross Street,Hot Springs,AR,,,,"5017813187",None at the moment.. will start about April 15,http://www.hotspringsdistilling.com
2F12141117000124,Devils Creek DIstillery,"123 Commerce, Unit B-8",Mammoth Lakes,CA,,,,"9499818454","8 oz, 16oz and 1 gallon",www.devilscreekdistillery.com
2F12141117000125,Copper Still Distillery,1600 Acoma Blvd W Unit 65,Lake Havasu City,Arizona,,,,"9287335004",50 ml,www.copperstilldistillery.com
2F12141117000126,The Adirondack Distilling Company,601 Varick St,Utica,NY,,,,315 316 0387,4oz,Adirondackdistilling.com
2F12141117000128,High Mark Distillery/ High Mark Barrel House,"4690 Longley Lane, Unit 28",Reno,Nevada,,,,775.622.9188 or 907.355.3492,"2.7oz, 8 oz We will be selling 4oz, and 16oz if we can source more plastic bottles to put it in.",www.highmarkdistillery.com
2F12141117000129,"Crostwater (Holy Water Distillery, LLC)",506 INDUSTRIAL DRIVE,LEWISBERRY,PENNSYLVANIA,,,,"7178848493",2 oz and 4 oz,www.crostwater.com
2F1214111700012A,Pine Bluffs Distilling,322 North Beech St,Pine Bluffs,WY,,,,"3072453000",50 Gallons,pinebluffsdistilling.com
2F1214111700012B,Taconic Distillery,179 Bowen Rd,Stanfordville,NY,,,,"8453934583",750 mL,Www.taconicdistillery.com
2F1214111700012C,Journeyman Distillery,109 Generations Dr.,Three Oaks,MI,,,,"2698202050",100ml and 1.75L,www.journeymandistillery.com
2F1214111700012D,Alpine Distilling,7132 N Silver Creek Road,Park City,Utah,,,,435-200-9537,One Per Customer in Summit County,www.alpinedistilling.com
2F1214111700012E,Norseman Distillery,451 TAFT ST NE STE 19,MINNEAPOLIS,MN,,,,"6125686299",50ml and Liters.,norsemandistillery.com
2F1214111700012F,MAnifest Distilling,960 E. Forsyth St.,JACKSONVILLE,FL,,,,"9046191479",Various,www.manifestdistilling.com
2F12141117000130,Copperworks Distilling Co,1250 Alaskan Way,Seattle,WA,,,,206-504-7604,8 oz to 5 gallon,http://copperworksdistilling.com/
2F12141117000131,Spring44 Distilling,505 W. 66th St,Loveland,Colorado,,,,970-414-0744,50mL,www.spring44.com
2F12141117000132,Old Herald Brewery & Distillery,115 E Clay,Collinsville,IL,,,,"6188558027",Bulk and 4oz containers,Oldheraldbrewing.com
2F12141117000133,Hope Springs Distillery,4839 Railroad Ave,Lilburn,GA,,,,770-861-6397,8 oz or as requested,HopeSpringsDistillery.com
2F12141117000134,Karrikin Spirits Co.,3717 Jonlen Drive,Cincinnati,OH,,,,"6064020038",4 & 6 oz bottles and sale per ounce,karrikinspirits.com
2F12141117000135,Leatherwood Distillery,,Pleasant View,TN,,,,"9318013364",8oz bottles,leatherwooddistillery@gmail.com
2F12141117000136,TownsEnd Stillhouse,22020 US Highway 18,Apple Valley,CA,,,,760-961-9676,2 oz containers,www.townsendstillhouse.com
2F12141117000137,Nashoba Valley Distilllery,100 WATTAQUADOCK HILL ROAD,BOLTON,MA,,,,"9787795521",,https://nashobadistillery.com/
2F12141117000138,Dry Diggings Distillery,5050 Robert J Mathews Pkwy,El Dorado Hills,CA,,,,(530) 313-4000,,www.drydiggings.com
2F12141117000139,Northern Latitudes Distillery,112 E Philip St,Lake Leelanau,MI,,,,"2312562700",1 gallon for institutions and 4 ounces for the general public,www.nldistillery.com
2F1214111700013B,Vikre Distillery,525 S. Lake Ave Suite 102,Duluth,MN,,,,"2184817401",8 oz (personal) 1 gallon (business),www.vikredistillery.com
2F1214111700013C,Dirty Water Distillery,10 WATER STREET,PLYMOUTH,MA,,,,(508)927-3260,"2-3oz for individuals, 1-2gal for organizations",www.dirtywaterdistillery.com
2F1214111700013D,Vara/Taylor Garrett Spirits,315 Alameda Blvd NE,Albuquerque,NM,,,,505 898-6280,"2 oz, or fill supplied container up to 8 oz",Taylorgarrettspirits.com varawines.com
2F1214111700013E,Traverse City Whiskey Co.,201 E Fourteenth St,Traverse City,Michigan,,,,"2319228292",200ml for now,Tcwhiskey.com
2F1214111700013F,Oligan Distilling,918 Albany Shaker RD,Latham,NY,,,,518-937-5947,"We make ~180 gallons of 190+ proof alcohol every two weeks. We are not selling sanitizer directly, rather we can supply raw material for anyone manufacturing finished products.",N/A
2F12141117000140,Arizona Craft Beverage/Elgin Distillery,473 Elgin Rd,Elgin,AZ,,,,"5203693421",4oz to 5 gallon pail,Elginwd.com
2F12141117000141,Marian Farms,2305 n. Rolinda,Fresno,Ca,,,,559-276-6185,,Marianfarmsbiodynamic.com
2F12141117000142,Golden Moon Distillery,412 Violet Street,Golden,CO,,,,303-993-7174,Multiple,goldenmoondistillery.com
2F12141117000143,Ferino Distillery,541 East 4th St.,Reno,NV,,,,775-433-2033,TBD - we are currently collecting material for production.,ferinodistillery.com
2F12141117000144,Catoctin Creek,120 W Main St,Purcellville,VA,,,,540-751-8404,6 oz,www.catoctincreek.com
2F12141117000145,Oregon Spirit Distillers,740 NE 1st Street,Bend,Oregon,,,,541-382-0002,8oz,www.oregonspiritdistillers.com
2F12141117000146,Crescendo Spirits,4065 W 11th Ave #47,Eugene,Oregon,,,,"5412557643",4 oz at the moment,www.crescendospirits.com
2F12141117000147,Illume Spirits,4101 W. Green Oaks Blvd.,Arlington,Texas,,,,"8882102465",Haven’t started,None
2F12141117000148,LYON RUM DISTILLERY,605 S Talbot St #6,Saint Michaels,MD,,,,"4433339181",large format for GOVERMENT AGENCIES,lyonrum.com
2F12141117000149,Pacific Coast Spirits,404 S. Coast Hwy.,Oceanside,Ca,,,,"7604537150",2oz. Can also package in 750ml.,paccoastspirits.com
2F1214111700014A,Kings County Distillery,63 Flushing Ave,Brooklyn,New York,"11205",NY,unit 379,,,
2F1214111700014B,Reservoir Distillery,1800 A Summit Ave,Richmond,Virginia,"23230",VA,,,,
2F1214111700014C,Twin Stills Moonshine,5506 Sound Ave,Riverhead,New York,"11901",NY,,,,
2F1214111700014D,Saint Lawrence Spirits,38289 NYS RT 12E,Clayton,New York,"13624",NY,,,,
2F1214111700014E,Sugar House Distillery,"2212 S. West Temple, Unit #14",Salt Lake City,Utah,"84115",UT,,,,
2F1214111700014F,Loaded Cannon,3115 Lakewood Ranch Blvd,Bradenton,Florida,"34211",FL,suite 110,,,
2F12141117000150,GrantView Distillery,6969 S Main St,Rockford,Illinois,"61102",IL,,,,
2F12141117000151,Saxtons River Distillery,485 West River Rd,Brattleboro,Vermont,"5301",VT,,,,
2F12141117000152,Red Fork Distillery,3310 Southwest blvd,Tulsa,Oklahoma,"74107",OK,,,,
2F12141117000153,Copper Fiddle Distillery,"532 W IL Route 22, Ste. 110",Lake Zurich,Illinois,"60047",IL,,,,
2F12141117000154,Doc Porter's Distillery,232 E Peterson Dr,Charlotte,North Carolina,"28217",NC,,,,
2F12141117000155,Jackson Hole Still Works,3940 South Eagle View Drive,Jackson,Wyoming,"83001",WY,,,,
2F12141117000156,Three Crosses Distilling Company,3835 Old Buckingham Road,Powhatan,Virginia,"23139",VA,suite A,,,
2F12141117000157,Great Lakes Distillery,616 West Virginia St,Milwaukee,Wisconsin,"53204",WI,,,,
2F12141117000158,Maplewood Brewery & Distillery,2717 N Maplewood Ave,Chicago,Illinois,"60647",IL,,,,
2F12141117000159,Hye Rum,11247 US Hwy 290 W,Hye,Texas,"78635",TX,,,,
